# Resultfile Programm VECTO_CSE 2.0.1-beta0 Comp 23/06/2014
# Datafile: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_CAL.csdat
#
Time [s],Lat [mm.mm],Long [mm.mm],Heading [¡],v_veh_GPS [km/h],v_veh_CAN [km/h],vair_ar [m/s],beta_ar [¡],n_eng [rpm],tq_l [Nm],tq_r [Nm],t_amb_veh [¡C],t_tire [¡C],Satelites [#],Zone (UTM) [-],Lat (UTM) [m],Long (UTM) [m],Sec_ID [-],Dir_ID [-],Lat (root) [m],Long (root) [m],dist (root) [m],slope_deg [°],altitude [m],v_veh [km/h],dist [m],vair_ic [m/s],vair_uf [m/s],vair [m/s],beta_ic [°],beta_uf [°],beta [°],vwind_ha [m/s],vwind [m/s],vwind 1s [m/s]
41500,2874.49543227723,457.930552079208,45,19.663504950495,20.2534100990099,3.4669603960396,-5.5,1263.70792079208,-1937.70693069307,-2373.15346534653,20,40,10,32,5307008.939127,397786.670607074,0,0,0,0,0,0,0,19.663504950495,2295.84541193619,6.93392079207921,3.71853101666386,4.07549581384663,-5.5,-5.48535979107015,-4.00794540664753,1.7982721553129,1.42668499192836,1.55716816840631
41501,2874.49703435644,457.93387980198,45,17.7098811881188,18.2411776237624,3.24830693069307,-5.5,1104.55445544554,-1165.01188118812,-1704.36930693069,20,40,10,32,5307011.83330217,397790.867618574,0,0,0,0,0,0,0,17.7098811881188,2301.02940775577,6.49661386138614,3.48401155295123,3.77759355466926,-5.5,-5.48535979107015,-4.04338932373223,1.49386370599214,1.18517818508657,1.15258621227811
41502,2874.49905168317,457.936154158416,45,16.6793762376238,17.1797575247525,3.98324752475247,-5.5,995.925742574257,-39.0910891089109,-291.774257425743,20,40,10,32,5307015.51990688,397793.766366056,0,0,0,0,0,0,0,16.6793762376237,2305.792094967,7.96649504950495,4.27228112693804,4.34377872293682,-5.5,-5.48535979107015,-4.27807877413144,0.672170025994414,0.533275725410688,0.594869464487289
41503,2874.50136326733,457.937296633663,45,15.8696237623762,16.3457124752475,4.739,-5.5,907.891089108911,65.6356435643564,-172.875247524752,20,40,9.69306930693069,32,5307019.77655588,397795.265096023,0,0,0,0,0,0,0,15.8696237623762,2310.30315217272,9.478,5.08287274008097,4.94037215452772,-5.5,-5.48535979107015,-4.45885758046733,0.891604281175205,0.7073670372605,0.690190086760884
41504,2874.50361891089,457.937150594059,45,15.6753069306931,16.1455661386139,5.32559405940594,-5.5,909.782178217822,3749.43861386139,3346.3198019802,20,40,10,32,5307023.95801572,397795.157242966,0,0,0,0,0,0,0,15.6753069306931,2314.62623564357,10.6511881188119,5.7120314136509,5.42831608992189,-5.5,-5.48535979107015,-4.55405813275581,1.4466272074664,1.14770243186489,1.14502565347338
41505,2874.50591821782,457.93598,45,17.4050396039604,17.9271907920792,5.70840594059406,-5.5,980.707920792079,4093.36336633663,3580.8900990099,20,40,10,32,5307028.24296315,397793.774821235,0,0,0,0,0,0,0,17.4050396039604,2319.22645915842,11.4168118811881,6.12262100543613,5.85302710773466,-5.5,-5.48535979107015,-4.52978138653223,1.40200663089406,1.11230205782314,1.16084651583193
41506,2874.50805227723,457.933578316832,45,18.7482079207921,19.3106541584158,6.48175247524753,-5.5,920.257425742574,3983.23564356436,3493.13267326733,20,40,10,32,5307032.24898097,397790.853754692,0,0,0,0,0,0,0,18.7482079207921,2324.25819040154,12.9635049504951,6.95208334340325,6.58787661797278,-5.5,-5.48535979107015,-4.56857592157442,1.84139913535211,1.46090039975045,1.37998254893645
41507,2874.50958544554,457.93,45,20.0323168316832,20.6332863366337,6.47460396039604,-5.5,850.762376237624,3373.54059405941,2975.56435643564,20,40,10,32,5307035.16790622,397786.447567149,0,0,0,0,0,0,0,20.0323168316831,2329.6513869637,12.9492079207921,6.94441611587198,6.65529949095173,-5.5,-5.48535979107015,-4.52083827901817,1.51032291944715,1.19823633801734,1.27707853449506
41508,2874.51034148515,457.925644455446,50.3465346534653,21.0218613861386,21.6525172277228,7.28562376237624,-5.5,920.985148514852,3601.30495049505,3189.88415841584,20,40,9.93069306930693,32,5307036.66447433,397781.047901374,0,0,0,0,0,0,0,21.0218613861386,2335.34213140815,14.5712475247525,7.81428538009461,7.40196040824106,-5.5,-5.48535979107015,-4.57087497199238,2.08206152137811,1.65183335350306,1.58996924685575
41509,2874.51009881188,457.920828514851,171.534653465347,22.2283564356436,22.8952071287129,7.16482178217822,-5.46188118811881,936.366336633663,3239.5198019802,2876.80198019802,20,40,10,32,5307036.32124444,397775.042068783,0,0,0,0,0,0,0,22.2283564356435,2341.3713629538,14.3296435643564,7.68471773035915,7.36828402958954,-5.46188118811881,-5.44724097918896,-4.48779894717903,1.65494548649204,1.31297472468896,1.34690361938216
41510,2874.50893504951,457.916206732673,225,23.1222475247525,23.815914950495,7.30722772277228,-4.44980198019802,770.539603960396,3585.82178217822,3211.61188118812,20,40,10,32,5307034.26755761,397769.247807039,0,0,0,0,0,0,0,23.1222475247524,2347.66872524753,14.6144554455446,7.83745697354783,7.54123817731484,-4.44980198019802,-4.43516177126817,-3.64126643065378,1.56006228602343,1.23769777748452,1.22079961973451
41511,2874.5070480198,457.911838712871,225,23.8958415841584,24.6127168316832,7.17868316831683,-1.79514851485149,814.29702970297,4341.68910891089,3853.96336633663,20,40,10,32,5307030.8685324,397763.745837714,0,0,0,0,0,0,0,23.8958415841584,2354.19361160617,14.3573663366337,7.69958493055829,7.4766037312742,-1.79514851485149,-1.78050830592163,-1.45283000040747,1.23114143349241,0.9767437041804,0.948087809930795
41512,2874.50479821782,457.907534455446,225,25.3793861386138,26.1407677227723,6.20620792079208,0.527623762376238,894.460396039604,4550.44455445544,3967.6603960396,20,40,10,32,5307026.79612435,397758.311362756,0,0,0,0,0,0,0,25.3793861386138,2361.03016782179,12.4124158415842,6.65654464230189,6.73498223107893,0.527623762376238,0.542263971306095,0.433879861651448,1.00145686002653,0.794520155384905,0.780442639756012
41513,2874.50238693069,457.903067326733,225,26.5835346534654,27.3810406930693,7.28108910891089,2.12029702970297,1295.77722772277,4793.03663366337,4207.19405940594,20,40,10,32,5307022.42819,397752.668734557,0,0,0,0,0,0,0,26.5835346534653,2368.24587235974,14.5621782178218,7.80942168174375,7.71877453595747,2.12029702970297,2.13493723863283,1.70145070606943,0.853290201239377,0.676970012726425,0.714857865070166
41514,2874.49980534653,457.898237821782,225,29.3413168316832,30.2215563366337,7.7049702970297,0.574158415841584,1496.58415841584,7549.6,6523.5,20,40,10,32,5307017.75281162,397746.569194185,0,0,0,0,0,0,0,29.3413168316831,2375.97324108912,15.4099405940594,8.26406066383327,8.23719217258537,0.574158415841584,0.588798624771441,0.450318853045904,1.11547458819149,0.884977754423029,0.88666474314862
41515,2874.4969229703,457.892802475247,225,32.7815247524753,33.7649704950495,7.34489108910891,-0.894752475247525,1661.53465346535,7075.35148514852,6396.99405940594,20,40,10,32,5307012.53364349,397739.705236751,0,0,0,0,0,0,0,32.7815247524752,2384.61259576458,14.6897821782178,7.87785328037462,8.12737381637885,-0.894752475247525,-0.880112266317668,-0.662584438760661,1.50661579155171,1.1952952349613,1.41150009260908
41516,2874.49372990099,457.886805247525,225,35.7802673267327,36.8536753465346,6.88236468647525,-0.316831683168317,1810.40099009901,6633.6603960396,5975.44158415842,20,40,10,32,5307006.75137759,397732.131282561,0,0,0,0,0,0,0,35.7802673267326,2394.14629719472,13.7647293729505,7.38176489811794,7.90607214056632,-0.316831683168317,-0.30219147423846,-0.133742388577826,3.22244520629042,2.55657309687147,2.31649925706231
41517,2874.49026168317,457.88031960396,225,38.4791386138614,39.6335127722772,9.63228712871287,-0.470891089108911,1919.96534653465,5687.32673267327,5141.73564356436,20,40,10,32,5307000.47023536,397723.93999036,0,0,0,0,0,0,0,38.4791386138614,2404.47000962597,19.2645742574257,10.331228037807,10.4005200393106,-0.470891089108911,-0.456250880179053,-0.41114587862797,2.02191605687242,1.60411608707634,1.60330574353704
41518,2874.48655831683,457.87341049505,225,40.7350198019802,41.9570703960396,10.1667722772277,-0.838613861386138,1530.94554455446,5788.05148514851,5154.84158415842,20,40,10,32,5306993.762879,397715.213561025,0,0,0,0,0,0,0,40.7350198019801,2415.47858666117,20.3335445544554,10.9044966580569,10.9839837510643,-0.838613861386138,-0.823973652456281,-0.625044116976096,1.75108727315821,1.38925018929456,1.4102200900395
41519,2874.48263415842,457.866101980198,225,43.1056831683168,44.3988536633663,11.9815148514851,-1.95475247524752,1538.98514851485,5717.27920792079,5145.42871287129,20,40,10,32,5306986.65537268,397705.98242662,0,0,0,0,0,0,0,43.1056831683168,2427.1321979373,23.9630297029703,12.8509211275563,12.664328931245,-1.95475247524752,-1.94011226631767,-1.53663022999559,1.7442646613949,1.38383737245273,1.35946233169153
41520,2874.47849485149,457.858363663366,225,45.5679108910891,46.9349482178218,13.5709108910891,-2.48039603960396,1620.14851485149,5484.54554455445,5006.13267326733,20,40,10,32,5306979.15884398,397696.208912538,0,0,0,0,0,0,0,45.567910891089,2439.4558659241,27.1418217821782,14.5556473995326,14.1569123134467,-2.48039603960396,-2.4657558306741,-2.00667239816958,2.23263560960056,1.77129346481356,1.77132523892337
41521,2874.47414554455,457.850203069307,225,47.8515643564356,49.2871112871287,14.6830891089109,0.472673267326733,1838.25742574257,5198.5900990099,4886.26435643564,20,40,10,32,5306971.28266623,397685.90255543,0,0,0,0,0,0,0,47.8515643564356,2452.43160288779,29.3661782178218,15.7485278269388,15.2350136136165,0.472673267326733,0.48731347625659,0.398061723086209,2.70144459315457,2.14322979210509,2.13132058928179
41522,2874.46960960396,457.841637227723,225,49.9130594059406,51.4104511881188,15.4229900990099,0.972673267326733,1772.67326732673,5040.75841584158,4752.57425742574,20,40,10,32,5306963.06974861,397675.085328214,0,0,0,0,0,0,0,49.9130594059405,2466.02137560507,30.8459801980198,16.5421177347112,15.9821478199317,0.972673267326733,0.987313476256591,0.815048803714502,2.93758894143627,2.330578295849,2.42523271883856
41523,2874.46489752475,457.832692970297,225,52.0557821782178,53.6174556435643,16.2391188118812,-0.331188118811881,1847.0198019802,4848.40792079208,4621.6,20,40,10,32,5306954.53894162,397663.79098884,0,0,0,0,0,0,0,52.0557821782178,2480.18497040705,32.4782376237624,17.41746662415,16.800114196128,-0.331188118811881,-0.316547909882024,-0.259975610597767,3.19215508720703,2.53254199669994,2.51133511486785
41524,2874.46002861386,457.823360693069,225,53.9633069306931,55.5822061386138,17.0611386138614,0.458811881188119,1915.85643564356,4622.23366336634,4510.3,20,40,10,32,5306945.72622337,397652.008206685,0,0,0,0,0,0,0,53.963306930693,2494.90949353686,34.1222772277228,18.2991340736735,17.6091849377125,0.458811881188119,0.473452090117976,0.389283235605747,3.5388190976164,2.80757285864792,2.76606569394136
41525,2874.45501475248,457.813666831683,225,55.7346039603961,57.406642079208,17.1333663366337,0.00772277227722773,1902.66336633663,4125.50099009901,4036.05940594059,20,40,10,32,5306936.65302071,397639.770292302,0,0,0,0,0,0,0,55.734603960396,2510.15619034654,34.2667326732673,18.3766028061397,17.7720900349885,0.00772277227722773,0.0223629812070851,0.0151284203542469,3.15945609399029,2.50659978170448,2.50353043205379
41526,2874.44986257426,457.803663267327,225,57.3820198019802,59.1034803960396,17.0884356435644,1.62811881188119,1474.55445544554,4384.43564356436,4161.37524752475,20,40,10,32,5306927.33047765,397627.14207502,0,0,0,0,0,0,0,57.3820198019802,2525.86556102861,34.1768712871287,18.3284118386371,17.8283459162718,1.62811881188119,1.64275902081105,1.33277328634495,2.70659507645026,2.14731600185784,2.27501665763872
41527,2874.44456594059,457.793347524753,225,59.0621485148515,60.834012970297,18.6040594059406,2.35079207920792,1510.23267326733,4339.53861386139,4083.18316831683,20,40,10,32,5306917.74728061,397614.120266676,0,0,0,0,0,0,0,59.0621485148514,2542.04666265127,37.2081188118812,19.9540127472679,19.2134751140095,2.35079207920792,2.36543228813778,1.94591193453995,3.8021558549623,3.01649484991519,2.90244950416711
41528,2874.43912732673,457.782734356436,225,60.6816831683168,62.5021336633663,18.2021089108911,0.277425742574258,1547.60396039604,4273.05643564356,4058.51287128713,20,40,10,32,5306907.90769108,397600.723318362,0,0,0,0,0,0,0,60.6816831683167,2558.67994887239,36.4042178217822,19.5228957997791,18.9640734871852,0.277425742574258,0.292065951504115,0.237666813281043,3.02560279067677,2.40040534478722,2.46472457788046
41529,2874.43355891089,457.771829306931,225,62.2253267326733,64.0920865346535,18.5132079207921,-0.543267326732674,1586.68811881188,4245.16534653465,3974.44158415842,20,40,10,32,5306897.83414734,397586.958532298,0,0,0,0,0,0,0,62.2253267326732,2575.75139053906,37.0264158415842,19.8565688693913,19.317097860224,-0.543267326732674,-0.528627117802814,-0.424635200191141,2.95524968722281,2.34458970167847,2.30115679907597
41530,2874.42784732673,457.760661782178,225,63.6755445544554,65.5858108910891,18.5599504950495,-1.04059405940594,1623.34158415842,4188.71089108911,3879.71188118812,20,40,10,32,5306887.5012426,397572.862088958,0,0,0,0,0,0,0,63.6755445544553,2593.24644854236,37.119900990099,19.9067031923485,19.4398572415768,-1.04059405940594,-1.02595385047608,-0.834676779657627,2.68197168539159,2.127780681595,2.09914098614352
41531,2874.42201108911,457.749243762376,225,65.109099009901,67.062371980198,18.4606831683168,-1.79732673267327,1659.37128712871,4087.28811881188,3828.98613861386,20,40,10,32,5306876.94301024,397558.449514459,0,0,0,0,0,0,0,65.1090990099009,2611.13425214522,36.9213663366337,19.8002328000653,19.4370532645701,-1.79732673267327,-1.78268652374341,-1.4386762363047,2.3122911939403,1.83448936448039,1.88968049092222
41532,2874.41605009901,457.737578316832,225,66.4638217821782,68.4577364356435,18.9694356435644,-2.72841584158416,1693.82178217822,4051.44356435644,3713.83465346535,20,40,10,32,5306866.1592013,397543.724624803,0,0,0,0,0,0,0,66.4638217821781,2629.40904603961,37.9388712871287,20.3459015250883,19.9478316135348,-2.72841584158416,-2.7137756326543,-2.17885198606952,2.70114888485666,2.14299518768809,2.11816294924139
41533,2874.40995148515,457.725693168317,225,67.7615148514852,69.7943602970297,19.2363762376238,-2.22089108910891,1726.9603960396,3983.40891089109,3641.41485148515,20,40,10,32,5306855.12536272,397528.721520589,0,0,0,0,0,0,0,67.7615148514851,2648.05437681518,38.4727524752475,20.6322119426375,20.2492964408923,-2.22089108910891,-2.20625088017906,-1.7847368774619,2.51447144909107,1.99489196807721,2.0141868111609
41534,2874.40370910891,457.713608910891,225,69.0490297029703,71.1205005940594,18.9792772277228,-1.65564356435644,1757.21287128713,3993.1297029703,3521.19900990099,20,40,10,32,5306843.82967012,397513.465645378,0,0,0,0,0,0,0,69.0490297029702,2667.05982365237,37.9585544554455,20.3564572372297,20.1049947182998,-1.65564356435644,-1.64100335542658,-1.31745958844951,2.14105027612298,1.69863292766007,1.76972440195905
41535,2874.39729584158,457.701369306931,225,70.2596930693069,72.3674838613862,20.9184356435644,-1.50168316831683,1790.19801980198,3974.87623762376,3434.17920792079,20,40,10,32,5306832.22090524,397498.010607248,0,0,0,0,0,0,0,70.2596930693068,2686.41157783279,41.8368712871287,22.436325447945,21.8255577364954,-1.50168316831683,-1.48704295938697,-1.20952977925263,3.30362613087077,2.62097914708332,2.444172258334
41536,2874.39071247525,457.688993564357,225,71.4061782178218,73.5483635643565,19.970099009901,-2.35841584158416,1817.75247524752,3881.2198019802,3433.19801980198,20,40,10,32,5306820.30011173,397482.380351441,0,0,0,0,0,0,0,71.4061782178217,2706.09184106161,39.940198019802,21.4191753268925,21.0819592248834,-2.35841584158416,-2.3437756326543,-1.87449071685879,2.61407999381747,2.07391783488448,2.33100388432649
41537,2874.38399990099,457.676449108911,225,72.5104158415842,74.6857283168317,22.4331485148515,-2.93861386138614,1798.0495049505,3670.22871287129,3432.64455445544,20,40,10,32,5306808.14375655,397466.535650364,0,0,0,0,0,0,0,72.5104158415841,2726.08496163367,44.866297029703,24.0609493691341,23.2411979073063,-2.93861386138614,-2.92397365245628,-2.39102513974073,4.32223246928074,3.42910508697463,3.28888628159434
41538,2874.3771809901,457.66371980198,225,73.6128811881188,75.8212676237624,22.1683861386139,-2.81356435643564,1605.55940594059,3675.43564356435,3452.15049504951,20,40,10,32,5306795.79456429,397450.457153616,0,0,0,0,0,0,0,73.6128811881187,2746.38036834434,44.3367722772277,23.7769752259019,23.0794269656429,-2.81356435643564,-2.79892414750579,-2.27343987902128,3.77191299227485,2.99250124128279,2.93598975710807
41539,2874.37026029703,457.650798613861,225,74.6776534653465,76.917983069307,21.9526633663366,-3.02792079207921,1623.36633663366,3595.86237623762,3405.63564356436,20,40,10,32,5306783.26112897,397434.136252759,0,0,0,0,0,0,0,74.6776534653464,2766.977624945,43.9053267326733,23.5455991130886,22.9559061261873,-3.02792079207921,-3.01328058314935,-2.43821098377106,3.38994923776311,2.68946482134352,2.80238199301689
41540,2874.36324673267,457.637684455446,225,75.7370891089109,78.0092017821782,21.9370396039604,-2.85217821782178,1647.90099009901,3556.92475247525,3403.64851485148,20,40,10,32,5306770.55998278,397417.571881685,0,0,0,0,0,0,0,75.7370891089108,2787.86639422443,43.8740792079208,23.5288416545784,23.0040990703107,-2.85217821782178,-2.83753800889193,-2.2891604960912,3.15937034950862,2.50653175509083,2.45309519407043
41541,2874.35614811881,457.624377029703,225,76.7444653465347,79.0467993069307,22.503,-2.75663366336634,1671.21782178218,3506.40297029703,3385.61584158416,20,40,10,32,5306757.70562303,397400.763925065,0,0,0,0,0,0,0,76.7444653465345,2809.04482475248,45.006,24.135869438709,23.5436514430275,-2.75663366336634,-2.74199345443648,-2.23031269098775,3.3950119580666,2.69348140306835,2.63276955952444
41542,2874.34896821782,457.610873663366,225,77.7475148514852,80.0799402970297,22.7676534653465,-3.35514851485148,1692.82673267327,3442.6396039604,3389.98217821782,20,40,10,32,5306744.70508025,397383.709174365,0,0,0,0,0,0,0,77.7475148514851,2830.50294268427,45.5353069306931,24.4197267682253,23.8239679549228,-3.35514851485148,-3.34050830592163,-2.70972350954513,3.46717047291058,2.75072939518323,2.76196278993238
41543,2874.34172455446,457.597165940594,225,78.7074158415842,81.0686383168317,22.7103168316832,-2.88752475247525,1712.94059405941,3432.6504950495,3360.83069306931,20,40,10,32,5306731.591005,397366.397722283,0,0,0,0,0,0,0,78.7074158415841,2852.23607775028,45.4206336633663,24.3582296565445,23.8324359689926,-2.88752475247525,-2.87288454354539,-2.31922447114852,3.12744008678966,2.48119942345522,2.48782867656718
41544,2874.33440792079,457.583267425743,225,79.6945643564356,82.0854012871288,21.1238316831683,-2.16910891089109,1734.34158415842,3438.87128712871,3327.49504950495,20,40,10,32,5306718.34604269,397348.846156788,0,0,0,0,0,0,0,79.6945643564355,2874.24230231023,42.2476633663366,22.65662549661,22.538340675616,-2.16910891089109,-2.15446870196123,-1.72790473239003,2.47231185551668,1.96144405017408,2.03131412000422
41545,2874.32701,457.569188811881,225,80.6509108910891,83.0704382178218,23.3085742574258,-2.27960396039604,1752.07425742574,3432.01485148515,3282.07227722772,20,40,10,32,5306704.9545528,397331.067518991,0,0,0,0,0,0,0,80.650910891089,2896.51621311881,46.6171485148515,24.9998980171391,24.4515063157995,-2.27960396039604,-2.26496375146618,-1.83076204461342,3.28666129245489,2.60751984934192,2.49449805550725
41546,2874.31952267327,457.554951683168,225,81.5901485148515,84.037852970297,22.7104059405941,-2.67445544554456,1774.63366336634,3430.35742574258,3249.64059405941,20,40,10,32,5306691.40102004,397313.08842124,0,0,0,0,0,0,0,81.5901485148514,2919.04964136414,45.4208118811881,24.3583252314029,23.9972178133825,-2.67445544554456,-2.6598152366147,-2.12996361635415,3.10776422395262,2.46558929562784,2.49905319388698
41547,2874.31194504951,457.540558118813,225,82.5008415841585,84.9758668316831,22.2330891089109,-3.11792079207921,1796.63861386139,3416.80396039604,3213.21683168317,20,40,10,32,5306677.68374955,397294.911420869,0,0,0,0,0,0,0,82.5008415841584,2941.83960258526,44.4661782178218,23.8463731925457,23.6424665189617,-3.11792079207921,-3.10328058314935,-2.48326253908447,2.31276641584514,1.83486638859071,1.88863401488025
41548,2874.30427930693,457.52601029703,225,83.3733861386138,85.8745877227723,23.5607227722772,-2.61762376237624,1810.91584158416,3129.71683168317,3014.16138613861,20,40,10,32,5306663.80672968,397276.539299742,0,0,0,0,0,0,0,83.3733861386137,2964.88004975248,47.1214455445545,25.2703430081901,24.8234137467407,-2.61762376237624,-2.60298355344638,-2.09733756332948,2.93161579288789,2.32583941282545,2.31650219118993
41549,2874.29655861386,457.511333861386,225,83.7145049504951,86.2259400990099,24.6793168316832,-4.69851485148515,1815.71782178218,1853.05643564356,1955.85049504951,20,40,10,32,5306649.83083268,397258.005088292,0,0,0,0,0,0,0,83.714504950495,2988.10873943895,49.3586336633664,26.4701048254028,25.7915412948584,-4.69851485148515,-4.6838746425553,-3.80400177723533,3.90884897871167,3.10114136904494,3.01852074763295
41550,2874.28883534654,457.496623564356,225,83.8167425742574,86.3312448514851,22.764501650099,-3.18128712871287,1817.81683168317,2074.43267326733,2114.43267326733,20,40,10,32,5306635.85097696,397239.428527357,0,0,0,0,0,0,0,83.8167425742573,3011.37453063807,45.529003300198,24.416346250014,24.1712783156665,-3.18128712871287,-3.16664691978302,-2.53001196765315,2.76356543028586,2.19251424872051,2.3114429939257
41551,2874.28108267327,457.48189990099,225,84.043,86.56429,19.6670665568317,-2.27891089108911,1824.00495049505,2148.13267326733,2126.16831683168,20,40,10,32,5306621.81700664,397220.834257936,0,0,0,0,0,0,0,84.0429999999999,3034.68635822333,39.3341331136634,21.0941541420295,21.5491143348957,-2.27891089108911,-2.26427068215925,-1.75871191472907,2.99331096987938,2.3747861658673,2.22870071161098
41552,2874.27329247525,457.467158217822,225,84.2232475247525,86.7499449504951,23.3515940594059,-2.20514851485149,1823.26732673267,2099.29801980198,2063.7603960396,20,40,10,32,5306607.71398629,397202.216215482,0,0,0,0,0,0,0,84.2232475247524,3058.05680748075,46.7031881188119,25.0460394349,24.693680719161,-2.20514851485149,-2.19050830592163,-1.7595472102717,2.6453779166797,2.09874849063041,2.17996789196888
41553,2874.26546683168,457.452408712871,225,84.3806435643564,86.9120628712871,23.2359801980198,-3.42712871287129,1830.25247524752,1992.70594059406,2028.3702970297,20,40,10,32,5306593.54554119,397183.587169628,0,0,0,0,0,0,0,84.3806435643563,3081.47377992299,46.4719603960396,24.9220363658105,24.6017089573607,-3.42712871287129,-3.41248850394143,-2.72555977597171,2.87139305612957,2.27806084134944,2.33041047926716
41554,2874.25763108911,457.437632376238,225,84.4732871287129,87.0074857425742,24.6929504950495,-4.24524752475247,1831.48514851485,1916.28910891089,2014.07425742574,20,40,10,32,5306579.35904403,397164.924279318,0,0,0,0,0,0,0,84.4732871287127,3104.92775563807,49.385900990099,26.4847277787415,25.8467554720154,-4.24524752475247,-4.23060731582262,-3.42974489694376,3.77765598598794,2.99705752766858,2.90650903572616
41555,2874.24980138614,457.422825148515,225,84.5329801980198,87.0689696039603,24.8860495049505,-4.64742574257426,1836.40594059406,1839.61683168317,1996.56831683168,20,40,10,32,5306565.18447958,397146.223020983,0,0,0,0,0,0,0,84.5329801980196,3128.40227959296,49.772099009901,26.6918384969442,26.0138466048372,-4.64742574257426,-4.63278553364441,-3.76178434253029,3.96731660084165,3.1475274951717,3.15328608805715
41556,2874.24199059406,457.407978910891,225,84.5917029702971,87.1294540594059,24.5488415841584,-3.94772277227723,1838.24752475248,1878.47128712871,1979.31584158416,20,40,10,32,5306551.04587058,397127.473707354,0,0,0,0,0,0,0,84.591702970297,3151.89505354786,49.0976831683168,26.3301619938141,25.7324015502031,-3.94772277227723,-3.93308256334737,-3.1824019589993,3.53594275089908,2.80529086774845,2.82065840397547
41557,2874.23417970297,457.393117722772,225,84.6592277227723,87.1990045544554,24.0609504950495,-4.73613861386139,1836.58415841584,1853.56633663366,1935.5,20,40,10,32,5306536.90747016,397108.705677118,0,0,0,0,0,0,0,84.6592277227722,3175.4031589384,48.121900990099,25.8068684050907,25.3194455593357,-4.73613861386139,-4.72149840493153,-3.80733066191792,3.20749853431442,2.54471494040476,2.6286041863564
41558,2874.22636960396,457.37824019802,225,84.7207227722772,87.2623444554456,25.0888415841584,-4.50089108910891,1837.40099009901,1850.70693069307,1922.5900990099,20,40,10,32,5306522.77095991,397089.917233096,0,0,0,0,0,0,0,84.7207227722771,3198.92754356436,50.1776831683168,26.9093456358575,26.198694208976,-4.50089108910891,-4.48625088017906,-3.64562454228297,4.00071174376789,3.17402201051822,3.05561442584475
41559,2874.21855584158,457.363352871287,225,84.7649405940594,87.3078888118812,23.9393861386139,-4.34633663366337,1838.07920792079,1812.44851485149,1904.48217821782,20,40,10,32,5306508.62794179,397071.116367067,0,0,0,0,0,0,0,84.7649405940592,3222.46289361936,47.8787722772277,25.6764830593443,25.2229460064577,-4.34633663366337,-4.33169642473351,-3.49007005305807,3.02688568066942,2.4014231439526,2.49500655240457
41560,2874.21074386139,457.34845009901,225,84.783594059406,87.3271018811881,24.1618316831683,-4.08425742574257,1838.03465346535,1821.89801980198,1890.32673267327,20,40,10,32,5306494.48862837,397052.296229579,0,0,0,0,0,0,0,84.7835940594059,3246.01066419142,48.3236633663367,25.9150697642543,25.4135664608203,-4.08425742574257,-4.06961721681272,-3.28408040321666,3.19858173857796,2.53764067268854,2.52596226362654
41561,2874.2029309901,457.333545049505,225,84.7989207920793,87.3428884158416,23.245,-4.4650495049505,1839.21782178218,1796.14158415842,1886.70495049505,20,40,10,32,5306480.34777531,397033.47313384,0,0,0,0,0,0,0,84.7989207920791,3269.56272929043,46.49,24.9317106653687,24.6340967007023,-4.4650495049505,-4.45040929602064,-3.56126797874211,2.78205667019018,2.20718453896312,2.20416061647326
41562,2874.19512029703,457.31863019802,225,84.8396138613861,87.3848022772276,23.1356633663366,-3.89920792079208,1838.12376237624,1797.36138613861,1873.61089108911,20,40,10,32,5306466.21123537,397014.637808875,0,0,0,0,0,0,0,84.839613861386,3293.12410253025,46.2713267326733,24.8144403140836,24.5433537672328,-3.89920792079208,-3.88456771186223,-3.10183376948053,2.74682640270031,2.17923410123826,2.24389974103388
41563,2874.18730267327,457.303715247525,225,84.839198019802,87.384373960396,23.8331386138614,-3.66435643564356,1838.97524752475,1805.41782178218,1866.81485148515,20,40,10,32,5306452.06192003,396995.802038921,0,0,0,0,0,0,0,84.8391980198019,3316.69166443894,47.6662772277228,25.5625259698179,25.1386332135903,-3.66435643564356,-3.64971622671371,-2.94451796818972,3.14954489226923,2.49873658774596,2.43549643285943
41564,2874.17947326733,457.288807029703,225,84.8445940594059,87.389931881188,23.3336534653465,-3.69178217821782,1838.81683168317,1825.58118811881,1857.93861386139,20,40,10,32,5306437.89069073,396976.974172598,0,0,0,0,0,0,0,84.8445940594058,3340.26189070407,46.6673069306931,25.0267970300708,24.713207511804,-3.69178217821782,-3.67714196928797,-2.95894756393687,2.93859840440973,2.33137916776925,2.43074952357188
41565,2874.1716269307,457.273917524752,225,84.8645346534654,87.4104706930693,25.0783564356436,-4.55405940594059,1838.20297029703,1800.41584158416,1860.76336633663,20,40,10,32,5306423.68774407,396958.168961432,0,0,0,0,0,0,0,84.8645346534652,3363.83288831133,50.1567128712871,26.8980996608497,26.197077083197,-4.55405940594059,-4.53941919701074,-3.68805877281746,4.00133236955911,3.17451439288611,3.13179861228802
41566,2874.1637819802,457.259029009901,225,84.8522574257426,87.3978251485148,24.0243305830693,-3.46405940594059,1839.93564356436,1818.09900990099,1871.79306930693,20,40,10,32,5306409.48740325,396939.364936624,0,0,0,0,0,0,0,84.8522574257425,3387.40318627613,48.0486611661386,25.7675912680685,25.3011065840662,-3.46405940594059,-3.44941919701074,-2.80318086353357,3.46798863445463,2.75137849537221,2.72454741473016
