# Resultfile Programm VECTO_CSE 2.0.1-beta0 Comp 23/06/2014
# Datafile LS1: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_LS1.csdat
# Datafile HS: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_HS.csdat
# Datafile LS2: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_LS2.csdat
#
# Results
# fv_veh:,0.970873786407766
# fv_veh_opt2:,0.969525450405305
# fv_pe:,0.536281150040195
# beta_ame:,-0.0146402089298575
#
SecID [-],DirID [-],RunID [-],HeadID [-],delta t [s],length [m],delta s [m],v (s) [km/h],v (GPS) [km/h],v_veh_CAN [km/h],v_veh [km/h],vair_ar [m/s],vair_ic [m/s],vair_uf [m/s],beta_ar [°],beta_ic [°],beta_uf [°],valid [-],used [-],val_User [-],val_vVeh_avg [-],val_vVeh_f [-],val_vVeh_1s [-],val_vWind [-],val_vWind_1s [-],val_tq_f [-],val_tq_1s [-],val_beta [-],val_dist [-],vair [m/s],v_wind_avg [m/s],v_wind_1s [m/s],v_wind_1s_max [m/s],beta_avg [°],beta_abs [°],v_air_sq [m2/s2],n_eng [rpm],omega_wh [rad/s],omega_p_wh [rad/s2],tq_sum [Nm],tq_sum_1s [Nm],tq_sum_1s_max [Nm],tq_sum_1s_min [Nm],tq_sum_float [Nm],tq_sum_float_max [Nm],tq_sum_float_min [Nm],t_float [s],F_trac [N],F_acc [N],F_grd [N],F_res [N],F_res_ref [N],v_veh_1s [km/h],v_veh_1s_max [km/h],v_veh_1s_min [km/h],v_veh_avg [km/h],a_veh_avg [m/s2],v_veh_float [km/h],v_veh_float_max [km/h],v_veh_float_min [km/h],t_amb_veh [°C],t_amb_stat [°C],p_amb_stat [mbar],rh_stat [%],vp_H2O [Pa],rho_air [kg/m3],t_tire [°C],p_tire [bar],F0_ref_singleDS [N],F2_ref_singleDS [N],F0_singleDS [N],CdxA_singleDS [m2],RRC_singleDS [kg/t],Satelites [#]
1,1,0,1,10.6800000000003,250.64,251.354641666567,84.4853932584247,84.726095416277,87.2678782787652,84.7260954162769,21.5394989606454,43.0789979212909,23.1024545478091,0.905238540692236,0.905238540692236,0.919878749622103,1,1,1,1,1,1,1,1,1,1,1,1,23.1870087728886,1.54155920807855,1.54318466023956,2.3731910736591,0.732808524547174,0.732808524547174,539.385392583012,1833.13985032741,53.3238767295489,-0.000115647791097224,1346.03495894116,1346.14908997707,1377.09740480495,1322.90258156139,1346.14304280579,1377.00284738476,1322.99713903048,1.06225016649919,3049.73867017528,301.513594829688,0,3049.73867017528,3018.74531224171,84.7258656929303,84.8973663366336,84.4318316831682,84.7258656929303,0.0120614610572394,84.7259394385528,84.8985428571428,84.4294299065419,20,24.7060113189899,1015.02361131899,40.0832452759588,1250.35031720379,1.20060129380446,40,0,1287.17582335299,3.20956383942926,1300.39121481209,5.40148730737017,5.30230872502382,9.99719363891487
2,1,0,1,10.6200000000026,250.64,250.626825000058,84.9627118643858,84.9582605832549,87.5070084007526,84.9582605832549,20.5752669070179,41.1505338140357,22.068255598559,0.201420507996237,0.201420507996237,0.21606071692609,1,1,1,1,1,1,1,1,1,1,1,1,22.3798679507083,1.79010776104711,1.79151947934471,2.83222807143981,0.17086223261895,0.17086223261895,502.33983288979,1838.33019755409,53.4748578102613,0.00038310770661525,1349.81016118965,1347.71874186071,1377.09733571485,1233.12306539604,1347.62035636786,1377.00277853428,1232.38771119905,1.05934457998582,3058.57708083657,93.5139714541658,0,3058.57708083657,3027.96010440935,84.9559957434124,85.0414158415841,84.8848712871286,84.9559957434124,0.00373745041484192,84.9559070644626,85.0397904761903,84.8865238095237,20,24.7806433678266,1015,41.0173010348072,1285.20457238113,1.20041644199563,40,0,1275.51521702801,3.48783443957881,1288.41248713254,5.86979863872832,5.25346579870556,10
2,2,0,2,10.6200000000026,250.64,251.044899999972,84.9627118643858,85.1000611476953,87.653062982126,85.1000611476952,23.6080467753151,47.2160935506303,25.3211009497374,-2.54502351834431,-2.54502351834431,-2.53038330941442,1,1,1,1,1,1,1,1,1,1,1,1,24.9678278984457,2.5178725044554,2.51752603131761,3.4144060466758,-2.03320251758765,2.03320251758765,627.528215037693,1841.41721542803,53.5646555202083,-6.84120904670076E-05,1354.38142318645,1354.84180335794,1377.09734087327,1322.90279882871,1354.86554882117,1377.00278367524,1322.99735553905,1.05757979716019,3068.95576576923,-102.899650351961,0,3068.95576576923,3037.98473747443,85.1010256419808,85.2332475247524,84.9903267326731,85.1010256419808,-0.00411545152633844,85.101051462617,85.2321142857142,84.9925238095237,20,25.154502728128,1015,39.4270645343368,1263.23141443863,1.20051528881561,40,0,1266.85610381099,2.82254376503434,1279.77119049743,4.75015768000456,5.21823115391409,11
1,2,0,2,10.6100000000006,250.64,250.619675000111,85.042789820919,85.0359529190207,87.5870315065914,85.0359529190206,24.285417765226,48.570835530452,26.047623536684,-2.71038606403013,-2.71038606403013,-2.69574585510024,1,1,1,1,1,1,1,1,1,1,1,1,25.540307930824,2.51565550106603,2.51972464138089,3.71918343898612,-2.17368079521728,2.17368079521728,654.597930050095,1841.02448210923,53.5532313710492,-0.000534116767324068,1348.25873191723,1347.51375860651,1377.09741404852,1322.90258817129,1347.49355992056,1377.00285659619,1322.99714561714,1.05837652820699,3056.76113307806,1.75826894458265,0,3056.76113307806,3025.62186217914,85.0342703846655,85.0886039603959,84.9790693069306,85.0342703846655,7.47132152004554E-05,85.0342036319612,85.088838095238,84.9822285714285,20,25.2000000000005,1015,38.5206206214689,1237.5372624324,1.20063087462374,40,0,1262.20600873712,2.6940014636067,1275.19645388415,4.53382934246166,5.19957779361529,11
1,1,0,1,10.6299999999974,250.64,251.126377777957,84.8827845719871,85.0474652255638,87.5988891823309,85.0474652255638,22.3956516812688,44.7913033625376,24.0207316790609,1.22278195488722,1.22278195488722,1.23742216381709,1,1,1,1,1,1,1,1,1,1,1,1,23.9338099415714,1.61663509894613,1.60628581471839,2.39746935455628,0.989567387049494,0.989567387049494,574.739233053265,1840.46334586466,53.5369085793493,-2.05043380168533E-05,1346.69725029352,1348.57630786716,1457.1180789505,1322.90258648614,1348.67196396221,1457.15061902476,1322.9971439381,1.0582338389699,3051.86301395342,89.974587758271,0,3051.86301395342,3021.05793745433,85.0469434043028,85.1284752475246,84.9429702970296,85.0469434043028,0.00359913810929899,85.0469202201932,85.1247238095236,84.9406285714285,20,25.7000000000005,1014.90000000001,37.353702537594,1236.23646767871,1.2005178890444,40,0,1289.17097093548,3.0127435273888,1302.31636940259,5.0702515163076,5.31015848889944,9
2,1,0,1,10.6100000000006,250.64,250.661805555657,85.042789820919,85.0502344632768,87.6017414971752,85.0502344632767,20.7861147730038,41.5722295460076,22.2944030706679,0.138719397363465,0.138719397363465,0.153359606293321,1,1,1,1,1,1,1,1,1,1,1,1,22.5645201958642,1.900958067045,1.906278278504,2.65402322930242,0.125398910992419,0.125398910992419,511.330599256335,1839.99011299435,53.5231427931565,-0.000362925495745839,1353.87991705734,1352.6208233063,1377.09741242178,1280.1984118198,1352.56202790475,1377.00285497429,1278.75432764381,1.05819875080315,3067.24314786231,-29.3837702593958,0,3067.24314786231,3036.15995714591,85.0497232663945,85.0936633663366,85.0237227722771,85.0497232663945,-0.00117236299901158,85.0496961976504,85.0924761904761,85.0235714285713,20,25.7000000000005,1014.90000000001,37.0273783427495,1225.43663144972,1.20056647238733,40,0,1276.09843674211,3.44141987769731,1289.16270596442,5.7916859482125,5.25652479496194,9
2,2,0,2,10.6200000000026,250.64,251.087116666647,84.9627118643858,85.114297271872,87.6677261900283,85.114297271872,19.1944034703763,38.3888069407526,20.5871935348579,-0.873885230479774,-0.873885230479774,-0.859245021549903,1,1,1,1,1,1,1,1,1,1,1,1,21.2137110398341,2.64431438072038,2.65592110281416,3.04087005360492,-0.663981851667594,0.663981851667594,450.67856239236,1841.09031044214,53.5551462396333,0.000567820350876174,1351.9592868444,1351.06210690739,1377.09741062772,1322.90266249802,1351.02187447703,1377.00285318667,1322.99721968476,1.05740195476938,3062.42685522094,-22.5352648686385,0,3062.42685522094,3031.90655963924,85.1151969393551,85.1519801980196,85.0801683168316,85.1151969393551,-0.000906064265879994,85.1152150786184,85.1516857142855,85.081038095238,20,25.7999999999995,1014.90000000001,38.1677479774224,1270.68854835287,1.20036290546739,40,0,1245.57631901066,3.96365972619678,1258.11475206524,6.67058166557404,5.12992763329354,11
1,2,0,2,10.6199999999953,250.64,250.839391666821,84.962711864444,85.0303904045156,87.581302116651,85.0303904045155,20.6368971987771,41.2737943975541,22.1343579260428,-1.70344308560677,-1.70344308560677,-1.68880287667689,1,1,1,1,1,1,1,1,1,1,1,1,22.43599913306,2.25003829270162,2.25568713764775,3.05103281064517,-1.32853375702589,1.32853375702589,506.632629445803,1839.86265286924,53.5194351284095,-0.000595185187062976,1352.96251120254,1351.96201318342,1377.09741877327,1317.65945393762,1351.91387000735,1377.00286130381,1317.8438877619,1.05844589846024,3065.66422001001,-63.3669475799882,0,3065.66422001001,3035.13433601848,85.0297630468596,85.1169999999999,84.9438217821781,85.0297630468596,-0.00252983906104436,85.029746234825,85.1187619047618,84.9445238095237,20,25.7999999999995,1014.90000000001,38.2276270931327,1272.68205623978,1.20035393762054,40,0,1243.71418905985,3.5360982139096,1256.22449196803,5.95102343359014,5.12222015073611,11
1,1,2,1,60.3300000000017,250.64,252.466052777781,14.9561412232716,15.0650858468675,15.5170384222738,15.0650858468675,3.53794630427578,7.07589260855156,3.79466782567495,2.09335929731521,2.09335929731521,2.10799950624523,1,1,1,1,1,1,1,1,1,1,1,1,3.87423230451094,0.598202464667821,0.597554450500132,1.61802969879372,1.6352033816435,1.6352033816435,15.3605820222894,748.039608882996,8.70383607355975,5.30290072145003E-06,629.746192668446,629.75684279792,651.677936809901,608.322065464356,629.990758792031,631.340574629848,628.659696064418,5.9741232653234,1309.81403570926,15.0848901623831,0,1309.81403570926,1296.59825696896,15.0650360596882,15.1067425742574,14.9491584158415,15.0650360596882,0.000603360385756877,15.064857995451,15.0980552763819,14.9654076539102,20,25.5461799801149,1014.90000000007,37.7294894928737,1237.32735137906,1.2005129816759,40,0,0,0,0,0,0,10.9593967517401
2,1,2,1,59.8699999999953,250.64,251.144902777799,15.0710539502267,15.1014116566463,15.554454006346,15.1014116566463,3.76744822979291,7.53489645958583,4.04082293878048,0.552022378089512,0.552022378089512,0.566662587019399,1,1,1,1,1,1,1,1,1,1,1,1,4.07169203500346,0.716010205363962,0.715892639299615,1.539145374705,0.464223892028678,0.464223892028678,17.2336574221712,748.758851035404,8.71220483601219,9.27039933721741E-21,629.958948108736,629.960670706536,651.677930972277,608.322062777228,629.997682767426,631.340631978414,628.659320459696,5.95973912690107,1308.35875264551,-3.82414955894448,0,1308.35875264551,1295.22841716604,15.1013608388393,15.1485742574257,15.0514554455445,15.1013608388393,-0.000152969121227469,15.1001921427333,15.1196509274874,15.0151708542713,20,25.6000000000029,1014.9167000669,38.1863750167,1256.31828763166,1.20044739635561,40,0,0,0,0,0,0,10.9475617902472
2,2,2,2,60.0099999999948,250.64,252.345914735653,15.035894017665,15.1467335888034,15.592397641161,15.1382501370495,2.921661946018,5.843323892036,3.1336644568784,-1.13637454181939,-1.13637454181939,-1.12173433288958,1,1,1,1,1,1,1,1,1,1,1,1,3.35411536410386,0.933496255473224,0.933165412624448,1.93669958329124,-0.869907826069288,0.869907826069288,11.6916547736272,748.985838053982,8.7148459499012,1.96536481783444E-20,629.523822546201,629.543803653502,651.677933719802,608.322062936633,629.970084754293,631.500771643973,628.499234002887,5.94527089606747,1304.68003816437,-16.6693922645556,0,1304.68003816437,1291.54204391726,15.1382469268987,15.2480177572816,15.0674356435643,15.1382469268987,-0.00066677872527265,15.1382192891136,15.2480177572816,15.0859832495812,20,25.4259330223227,1014.90000000007,38.1648456514495,1242.69623962521,1.2004888295931,40,0,0,0,0,0,0,10.9966677774075
1,2,2,2,59.9000000000015,250.64,251.004252777726,15.0635058430714,15.0853899182106,15.5379516157571,15.0853899182106,4.05524636955434,8.11049273910868,4.34950437352184,-1.28360707728259,-1.28360707728259,-1.26896686835281,1,1,1,1,1,1,1,1,1,1,1,1,4.31559527171859,0.776846299707608,0.777838453190806,1.64874730541491,-0.984973901049163,0.984973901049163,19.3966141530686,748.446419629444,8.70856953153176,1.44777455848507E-21,630.30618684103,630.293338790155,651.677935569307,608.322063791089,630.016892173147,631.322490854301,628.66233928887,5.96605723294269,1309.92031177112,-4.3645345702207,0,1309.92031177112,1296.68705006197,15.0853934548688,15.125198019802,15.0488910891089,15.0853934548688,-0.000174583474037666,15.0852528669032,15.1083798319328,15.0625326633165,20,25.3999999999971,1014.90000000007,37.9546916374562,1233.94991173872,1.20052817517558,40,0,0,0,0,0,0,10.636454682023
